EmployeeNumber,Age,Gender,Attrition,BusinessTravel,Department,JobRole,EducationField,MaritalStatus,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,StandardHours,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
622,40,Male,No,Travel_Rarely,Human Resources,Hr Executive,Business Administration,Married,27,4,1,3,80,1219,84,3272,16680,2,4,3,9,Y,No,19,4,4,1,18,4,3,5,2,2,1
594,34,Male,Yes,Travel_Rarely,Sales,Sales Executive,Marketing,Married,10,3,1,2,80,279,89,14756,7854,1,3,2,7,Y,Yes,15,3,4,2,12,3,3,4,3,1,1
721,22,Female,No,Travel_Rarely,Sales,Sales Manager,Marketing,Married,20,3,1,2,80,832,38,14035,12043,1,3,1,6,Y,No,23,3,1,0,4,4,3,4,3,3,4
1332,38,Female,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Other,Single,22,3,1,1,80,995,85,24351,3587,2,1,3,2,Y,No,21,3,4,0,19,3,2,4,2,1,2
1026,32,Male,No,Travel_Rarely,Data & Analytics,Data Analyst,Computer Science,Married,9,3,1,3,80,1421,83,14257,15823,2,4,3,5,Y,No,11,3,2,1,11,1,3,5,3,0,4
1043,31,Female,No,Travel_Rarely,Human Resources,Hr Manager,Business Administration,Married,26,3,1,1,80,876,30,3510,4431,3,1,1,3,Y,No,13,3,2,0,11,2,3,2,0,0,2
900,43,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Other,Single,7,4,1,1,80,1459,35,20846,5614,4,2,3,7,Y,No,12,3,4,0,27,2,3,23,21,13,17
1415,34,Female,No,Travel_Frequently,Customer Support,Support Team Lead,Information Technology,Married,27,4,1,4,80,217,33,3648,10536,1,3,4,5,Y,No,20,3,3,1,11,2,3,2,0,0,0
643,35,Female,No,Travel_Rarely,Engineering,Qa Engineer,Software Engineering,Single,20,4,1,3,80,862,75,22370,5052,1,2,2,8,Y,No,25,3,2,1,16,3,3,3,3,0,3
928,31,Male,Yes,Travel_Frequently,Marketing,Marketing Specialist,Business Administration,Married,25,4,1,4,80,1102,58,25665,3105,4,1,1,4,Y,No,22,3,4,0,13,2,3,0,0,0,0
603,41,Male,No,Non-Travel,Engineering,Software Engineer,Software Engineering,Married,7,3,1,1,80,992,66,17332,9719,3,5,3,2,Y,Yes,11,3,1,1,19,3,4,3,0,2,3
1315,21,Female,No,Travel_Rarely,Human Resources,Hr Manager,Other,Married,1,2,1,2,80,585,51,6857,5306,3,1,4,9,Y,No,13,3,1,1,0,6,2,0,0,0,0
821,34,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Other,Divorced,18,3,1,2,80,445,77,22165,3631,2,1,3,5,Y,No,20,3,1,0,14,1,0,10,8,5,5
766,26,Male,No,Non-Travel,Marketing,Marketing Specialist,Business Administration,Married,1,3,1,4,80,184,69,19063,4981,3,2,3,1,Y,Yes,15,4,3,0,7,4,3,2,1,2,0
474,34,Male,Yes,Travel_Rarely,Product,Product Manager,Computer Science,Single,29,4,1,3,80,815,90,8245,7470,1,2,1,2,Y,No,21,3,4,2,16,2,4,7,6,4,4
499,39,Male,Yes,Travel_Frequently,Engineering,Devops Engineer,Other,Divorced,29,4,1,1,80,685,86,16687,3099,2,1,3,3,Y,Yes,11,3,1,3,22,2,3,3,0,2,1
337,37,Male,No,Non-Travel,Engineering,Qa Engineer,Software Engineering,Divorced,16,2,1,2,80,1488,93,6176,2948,1,1,3,4,Y,No,20,4,2,1,19,3,3,19,15,3,2
233,22,Male,Yes,Travel_Rarely,Product,Product Analyst,Information Technology,Married,18,4,1,4,80,727,67,17840,2537,4,1,4,5,Y,Yes,23,3,3,0,0,2,4,0,0,0,0
1050,35,Male,No,Travel_Rarely,Sales,Account Manager,Marketing,Single,20,4,1,4,80,780,42,2783,17201,3,4,3,9,Y,Yes,21,3,2,2,18,0,3,1,1,0,1
1040,26,Male,Yes,Travel_Rarely,Sales,Sales Manager,Marketing,Divorced,4,3,1,1,80,1097,44,5010,9818,4,3,3,2,Y,Yes,23,3,2,1,8,5,3,2,0,1,2
675,33,Female,Yes,Travel_Rarely,Sales,Sales Manager,Other,Unknown,4,4,1,2,80,1255,95,23883,6609,2,3,2,2,Y,Yes,20,3,4,1,12,4,1,7,6,2,4
1327,33,Male,No,Travel_Rarely,Data & Analytics,Bi Analyst,Statistics,Divorced,1,3,1,2,80,1415,96,22550,5018,4,2,4,7,Y,No,12,3,2,3,11,2,3,2,0,1,1
298,32,Male,No,Travel_Rarely,Engineering,Engineering Manager,Electrical Engineering,Married,3,3,1,3,80,1376,98,16574,18289,4,4,2,3,Y,No,11,3,1,1,12,2,3,0,0,0,0
881,52,Female,Yes,Travel_Rarely,Sales,Sales Manager,Other,Single,14,1,1,4,80,1047,79,14584,18027,1,4,2,6,Y,No,17,3,4,0,36,1,3,0,0,0,0
1059,28,Female,No,Travel_Rarely,Customer Support,Customer Support Specialist,Information Technology,Divorced,22,3,1,2,80,1264,58,19217,22235,3,4,3,9,Y,No,14,3,2,0,10,3,3,9,2,9,8
674,22,Male,No,Travel_Rarely,Sales,Sales Manager,Computer Science,Divorced,3,3,1,1,80,1082,49,12633,14529,4,5,4,4,Y,No,11,3,1,1,6,0,2,3,2,3,0
206,23,Male,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Human Resources,Married,2,3,1,1,80,153,37,18502,15957,4,4,4,2,Y,No,17,3,3,2,5,3,1,1,1,0,1
4,40,Male,No,Travel_Rarely,Data & Analytics,Data Scientist,Data Science,Single,20,4,1,2,80,1197,99,14625,5180,4,2,2,4,Y,No,20,3,1,0,16,3,1,14,4,13,4
1343,40,Female,No,Travel_Frequently,Marketing,Digital Marketing Manager,Other,Married,22,3,1,2,80,1217,45,6593,6080,3,2,4,9,Y,No,21,3,4,1,22,2,2,21,1,5,6
748,33,Male,No,Travel_Rarely,Product,Product Manager,Information Technology,Unknown,5,2,1,0,80,1077,58,8295,19283,4,5,1,6,Y,No,25,3,2,1,13,2,1,6,3,6,5
1174,26,Female,Yes,Non-Travel,Sales,Sales Executive,Other,Married,24,4,1,4,80,926,51,19143,6798,4,2,1,5,Y,No,17,3,1,2,6,1,4,0,0,0,0
718,30,Male,No,Travel_Rarely,Data & Analytics,Data Scientist,Information Technology,Married,20,3,1,2,80,691,83,19787,24069,4,5,4,8,Y,No,14,3,3,2,14,2,2,7,5,2,0
882,34,Male,Yes,Travel_Rarely,Marketing,Content Strategist,Marketing,Divorced,12,2,1,1,80,821.5,64,7781,12531,1,3,1,3,Y,Yes,22,3,1,2,15,2,1,12,12,12,2
1245,28,Male,Yes,Travel_Rarely,Customer Support,Support Team Lead,Other,Married,10,4,1,4,80,446,58,13906,3046,3,1,1,3,Y,No,15,3,4,1,9,2,3,1,1,1,0
736,33,Male,Yes,Travel_Rarely,Customer Support,Support Team Lead,Other,Divorced,28,1,1,4,80,1068,99,12628,3802,3,1,1,6,Y,No,19,4,2,1,9,2,4,9,0,1,7
979,30,Female,No,Travel_Frequently,Customer Support,Customer Support Specialist,Computer Science,Single,10,4,1,1,80,1455,95,4788,7036,3,2,2,9,Y,Yes,25,3,4,2,8,2,3,2,1,1,2
978,31,Male,No,Travel_Rarely,Engineering,Software Engineer,Computer Science,Married,16,4,1,3,80,605,95,21665,5969,1,2,1,5,Y,Yes,17,3,1,0,14,3,3,1,1,1,1
875,45,Female,No,Non-Travel,Customer Support,Technical Support Engineer,Information Technology,Single,29,1,1,2,80,828,35,8225,2338,3,2,4,9,Y,No,12,3,4,0,26,2,3,11,6,11,7
700,28,Male,No,Travel_Rarely,It Operations,System Administrator,Information Technology,Married,19,4,1,3,80,1082,81,20611,3508,1,1,4,9,Y,Yes,14,3,2,2,7,3,2,2,0,2,1
710,20,Male,Yes,Travel_Rarely,Engineering,Engineering Manager,Other,Single,3,3,1,1,80,195,44,8474,10726,3,3,1,7,Y,No,24,3,3,3,0,5,2,0,0,0,0
947,32,Male,No,Travel_Rarely,Sales,Account Manager,Computer Science,Single,23,4,1,1,80,772,48,6367,10351,1,3,4,8,Y,Yes,22,3,2,3,14,2,3,1,1,1,0
559,33,Male,No,Travel_Rarely,Product,Product Analyst,Other,Married,16,2,1,1,80,657,71,9711,6983,1,3,3,0,Y,No,14,3,1,0,13,1,4,9,1,8,2
1216,35,Male,No,Travel_Rarely,Sales,Sales Executive,Computer Science,Single,20,3,1,4,80,747,89,26444,7134,2,2,3,8,Y,No,11,3,2,0,15,3,3,8,5,2,1
670,30,Male,Yes,Travel_Rarely,Human Resources,Hr Executive,Business Administration,Single,20,2,1,1,80,790,79,6010,7029,4,2,1,2,Y,Yes,13,3,2,1,11,2,4,1,1,1,1
1179,27,Male,Yes,Travel_Frequently,Engineering,Engineering Manager,Other,Married,20,4,1,2,80,939,67,15773,11574,1,3,4,2,Y,No,17,3,3,1,9,2,3,8,5,1,4
652,43,Male,Yes,Travel_Frequently,Product,Product Manager,Other,Married,9,3,1,1,80,217,41,17394,6591,4,2,1,3,Y,Yes,22,3,2,1,24,3,3,1,0,0,1
158,45,Female,No,Travel_Rarely,Product,Product Manager,Computer Science,Divorced,21,4,1,3,80,1220,99,24490,4056,4,1,2,5,Y,Yes,16,3,2,0,28,4,3,18,15,11,7
1054,34,Female,Yes,Travel_Rarely,Engineering,Senior Software Engineer,Information Technology,Divorced,12,4,1,1,80,939,74,13524,4198,3,1,2,8,Y,Yes,17,3,2,1,13,2,3,7,2,1,2
1279,34,Female,No,Travel_Frequently,Product,Unknown,Business Administration,Divorced,12,4,1,4,80,1355,93,2128,24382,3,5,4,4,Y,Yes,24,3,2,0,16,1,3,5,4,3,0
463,20,Male,No,Non-Travel,Customer Support,Technical Support Engineer,Business Administration,Single,15,4,1,0,80,191,87,25557,7661,1,2,4,6,Y,No,16,3,2,2,1,2,3,1,1,0,0
141,32,Male,No,Travel_Rarely,Engineering,Qa Engineer,Software Engineering,Married,5,4,1,3,80,1166,51,15426,6607,3,2,3,5,Y,Yes,24,4,4,0,10,1,3,2,1,1,0
161,34,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Software Engineering,Married,9,3,1,4,80,544,91,21050,7033,2,2,3,9,Y,No,12,3,4,0,16,5,1,12,3,12,2
306,27,Male,Yes,Travel_Rarely,Marketing,Content Strategist,Marketing,Married,19,3,1,1,80,768,48,2816,11027,2,4,1,8,Y,No,15,3,4,0,4,3,3,0,0,0,0
1095,26,Female,No,Non-Travel,Customer Support,Technical Support Engineer,Business Administration,Single,8,4,1,1,80,1390,73,6028,3848,3,1,2,6,Y,Yes,23,3,4,1,7,3,3,6,0,3,4
879,33,Female,No,Travel_Rarely,Data & Analytics,Data Analyst,Computer Science,Single,28,3,1,1,80,432,46,24007,5185,4,1,2,6,Y,Yes,16,4,2,1,15,2,2,0,0,0,0
1450,47,Male,No,Travel_Rarely,Engineering,Devops Engineer,Computer Science,Married,28,4,1,4,80,1267,67,2743,3408,4,1,3,9,Y,Unknown,15,3,1,0,25,3,3,0,0,0,0
396,36,Female,No,Non-Travel,Data & Analytics,Bi Analyst,Computer Science,Married,21,4,1,2,80,204,92,13218,4214,1,1,4,0,Y,No,11,4,1,1,20,4,3,11,10,8,7
566,36,Male,No,Travel_Frequently,Engineering,Qa Engineer,Other,Married,6,1,1,2,80,538,63,20179,3327,2,1,2,2,Y,Yes,12,3,4,2,15,2,4,6,2,5,5
400,37,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Computer Science,Divorced,5,3,1,3,80,903,81,14009,4005,3,2,2,5,Y,No,25,3,2,3,16,2,3,16,6,5,16
987,41,Male,No,Travel_Frequently,Sales,Account Manager,Marketing,Married,21,3,1,4,80,183,99,21346,2130,4,1,3,0,Y,Yes,25,3,4,1,19,2,3,15,0,11,12
1433,41,Female,Yes,Travel_Frequently,Engineering,Software Engineer,Electrical Engineering,Married,14,3,1,1,80,1369,37,14547,10625,4,3,4,3,Y,Yes,20,3,2,0,25,3,3,13,9,2,11
1119,39,Female,Yes,Travel_Frequently,Sales,Account Manager,Marketing,Single,24,4,1,4,80,216,94,4849,23369,4,5,4,4,Y,No,16,3,3,0,20,2,3,0,0,0,0
1014,33,Female,Yes,Travel_Rarely,Engineering,Senior Software Engineer,Electrical Engineering,Married,24,4,1,2,80,954,53,4026,11514,4,3,2,0,Y,No,12,3,2,2,15,1,4,8,5,0,3
1012,28,Male,No,Travel_Rarely,Sales,Sales Manager,Other,Divorced,13,2,1,3,80,394,43,23426,5468,1,2,2,5,Y,No,18,3,2,2,8,5,3,0,0,0,0
225,28,Male,No,Travel_Rarely,Customer Support,Technical Support Engineer,Computer Science,Married,9,1,1,0,80,1271,54,19162,3741,4,1,2,8,Y,No,13,3,4,3,9,3,2,2,1,2,0
288,38,Male,No,Travel_Rarely,Data & Analytics,Data Engineer,Data Science,Married,27,3,1,1,80,462,34,18697,3783,3,1,1,1,Y,No,23,3,3,2,17,2,2,4,4,0,1
1390,20,Male,Yes,Travel_Rarely,Engineering,Engineering Manager,Software Engineering,Single,1,5,1,3,80,749,94,20013,6508,3,2,4,7,Y,Yes,13,3,3,1,0,2,2,0,0,0,0
650,32,Male,Yes,Travel_Rarely,Sales,Sales Manager,Other,Divorced,14,4,1,1,80,1484,72,4949,9818,3,3,2,4,Y,Yes,16,3,1,1,10,2,3,4,3,3,3
356,30,Male,No,Travel_Rarely,Human Resources,Hr Executive,Human Resources,Single,26,3,1,1,80,116,90,26755,3544,2,1,2,2,Y,No,17,3,1,0,10,3,2,3,2,0,0
741,32,Female,No,Travel_Rarely,Engineering,Software Engineer,Software Engineering,Divorced,9,3,1,3,80,1346,48,9146,3247,4,1,1,6,Y,Yes,19,4,2,0,9,2,2,2,2,0,2
375,50,Male,Yes,Travel_Rarely,Sales,Sales Executive,Marketing,Single,22,3,1,4,80,998,59,16954,20700,4,5,1,9,Y,Yes,11,3,3,0,34,5,2,1,1,0,1
958,29,Male,No,Travel_Rarely,Engineering,Software Engineer,Electrical Engineering,Divorced,28,5,1,1,80,1043,34,5698,4210,1,1,2,4,Y,No,14,3,2,1,11,2,4,6,1,1,0
876,39,Male,No,Non-Travel,Engineering,Senior Software Engineer,Computer Science,Married,15,1,1,2,80,1111,37,13276,6167,1,3,1,1,Y,No,25,3,1,1,21,1,3,21,18,6,12
1309,22,Male,Yes,Travel_Frequently,Sales,Sales Executive,Other,Married,10,2,1,1,80,642,52,20371,3729,2,1,1,3,Y,No,16,3,3,2,2,2,2,2,0,2,1
563,30,Male,Yes,Travel_Rarely,Customer Support,Technical Support Engineer,Other,Single,28,2,1,4,80,1103,35,15994,3319,2,1,4,5,Y,Yes,20,3,1,3,11,4,3,3,3,0,3
729,26,Female,No,Travel_Rarely,Marketing,Content Strategist,Other,Married,18,2,1,2,80,384,89,8978,3170,2,1,1,9,Y,No,19,3,3,2,36,3,3,6,0,0,1
458,30,Female,No,Travel_Rarely,Sales,Sales Manager,Computer Science,Married,18,3,1,1,80,1038,35,26141,4446,4,1,1,3,Y,No,25,3,3,0,10,3,3,1,1,1,0
1286,25,Female,Yes,Travel_Frequently,Engineering,Software Engineer,Electrical Engineering,Single,3,4,1,1,80,769,78,8718,4336,4,1,4,2,Y,No,23,3,4,0,4,5,2,3,0,0,3
479,37,Male,Yes,Travel_Rarely,Customer Support,Support Team Lead,Computer Science,Single,1,3,1,3,80,213,62,8048,4241,2,1,2,2,Y,No,14,4,2,0,13,1,0,5,4,0,4
1464,36,Male,No,Travel_Rarely,Product,Ux Designer,Information Technology,Married,11,3,1,4,80,1156,45,17464,7162,3,2,2,4,Y,No,14,3,3,3,14,3,2,13,7,1,2
1369,35,Male,Yes,Travel_Rarely,Engineering,Qa Engineer,Electrical Engineering,Single,12,2,1,3,80,1339,48,17487,3514,3,1,4,5,Y,Yes,22,4,2,1,14,2,3,9,9,8,7
643,35,Female,No,Travel_Rarely,Engineering,Qa Engineer,Software Engineering,Single,20,4,1,3,80,862,75,22370,5052,1,2,2,8,Y,No,25,3,2,1,16,3,3,3,3,0,3
348,24,Female,Yes,Travel_Rarely,It Operations,System Administrator,Information Technology,Single,12,4,1,3,80,1360,84,25014,2804,1,2,4,6,Y,No,25,4,4,1,5,2,3,5,5,0,0
447,40,Female,No,Travel_Rarely,Human Resources,Hr Executive,Business Administration,Unknown,23,2,1,4,80,748,87,25836,8881,2,3,3,1,Y,No,24,3,4,0,19,2,3,7,4,4,0
1325,37,Male,No,Travel_Rarely,Human Resources,Hr Manager,Human Resources,Divorced,21,2,1,1,80,908,47,15382,14221,3,5,3,6,Y,Yes,15,3,4,1,19,0,3,19,11,17,8
380,34,Male,No,Travel_Rarely,Data & Analytics,Data Scientist,Data Science,Single,10,3,1,2,80,631,74,26226,7216,2,2,1,1,Y,Yes,21,3,3,3,15,6,3,8,8,1,0
1283,42,Female,Yes,Travel_Frequently,Product,Product Manager,Computer Science,Single,24,4,1,2,80,1186,32,15580,3544,2,1,2,4,Y,Yes,11,3,3,0,19,3,3,6,5,6,0
604,40,Male,No,Travel_Frequently,Marketing,Digital Marketing Manager,Other,Single,19,3,1,3,80,1364,79,16957,9665,1,3,4,5,Y,No,23,4,3,1,20,3,2,19,0,12,19
1358,30,Male,No,Travel_Frequently,Customer Support,Technical Support Engineer,Computer Science,Single,5,4,1,4,80,975,67,18791,3380,1,1,3,2,Y,No,23,3,1,1,10,4,3,4,3,4,0
232,29,Female,No,Travel_Frequently,Sales,Account Manager,Computer Science,Single,27,4,1,4,80,1438,76,13848,4887,4,1,2,1,Y,Yes,24,3,2,1,8,3,3,6,2,6,6
383,40,Male,No,Travel_Frequently,Data & Analytics,Data Scientist,Statistics,Divorced,23,1,1,3,80,105,78,11644,2214,1,1,1,3,Y,No,11,3,3,2,21,2,1,13,10,6,1
936,45,Female,No,Travel_Frequently,Marketing,Content Strategist,Marketing,Married,6,4,1,4,80,1207,89,22384,4841,3,2,1,3,Y,No,20,3,2,0,24,6,3,11,5,3,7
73,43,Male,No,Travel_Rarely,Marketing,Marketing Specialist,Other,Married,7,2,1,2,80,990,48,24690,5243,2,2,1,7,Y,No,20,3,1,0,25,4,3,12,3,3,2
71,28,Female,Yes,Travel_Rarely,Human Resources,Hr Executive,Other,Single,9,2,1,2,80,688,46,18942,2496,3,1,2,1,Y,No,25,4,1,0,8,4,3,2,2,2,2
975,40,Male,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Human Resources,Single,23,1,1,1,80,1028,92,6360,9193,1,3,3,4,Y,Yes,22,3,2,1,17,1,2,12,10,1,2
172,20,Female,Yes,Travel_Rarely,Customer Support,Support Team Lead,Information Technology,Married,5,3,1,3,80,1086,46,20958,3233,3,1,1,4,Y,No,18,3,4,1,2,4,3,0,0,0,0
169,27,Female,No,Travel_Frequently,Product,Product Analyst,Information Technology,Single,3,3,1,4,80,1479,32,12996,12585,2,3,3,2,Y,No,22,3,4,1,7,5,3,3,2,1,1
494,25,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Software Engineering,Married,22,4,1,3,80,714,32,24824,11966,1,3,1,5,Y,No,22,3,4,1,8,3,2,5,0,5,4
1024,34,Male,No,Non-Travel,Engineering,Qa Engineer,Unknown,Single,24,4,1,3,80,1175,69,13955,4045,1,1,1,7,Y,Yes,23,3,3,0,13,4,3,4,1,1,1
983,35,Female,No,Travel_Frequently,Engineering,Qa Engineer,Electrical Engineering,Divorced,13,2,1,1,80,1032,96,17110,10038,4,3,4,1,Y,No,20,3,4,0,15,2,3,3,2,2,1
273,33,Male,No,Travel_Frequently,Human Resources,Hr Executive,Other,Married,14,3,1,2,80,808,59,3291,3544,1,1,2,9,Y,Yes,18,3,1,1,15,2,3,7,6,4,1
906,41,Male,No,Travel_Rarely,Marketing,Marketing Specialist,Business Administration,Single,31,3,1,1,80,841,38,22283,5450,3,2,2,4,Y,No,23,4,3,0,25,4,3,17,5,13,12
421,29,Unknown,No,Travel_Rarely,Engineering,Devops Engineer,Electrical Engineering,Married,21,4,1,2,80,414,66,25999,2100,4,1,1,2,Y,No,23,3,2,2,12,1,3,0,0,0,0
95,35,Male,Yes,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Human Resources,Married,36,4,1,3,80,150,36,26856,6172,3,2,4,0,Y,Yes,15,3,3,2,14,1,3,4,0,4,2
1355,39,Female,Yes,Travel_Frequently,Engineering,Software Engineer,Software Engineering,Married,11,4,1,1,80,120,40,20758,6274,1,2,1,5,Y,No,22,3,2,0,23,2,3,15,11,11,12
1180,35,Male,Yes,Travel_Frequently,Engineering,Senior Software Engineer,Other,Married,14,4,1,2,80,598,54,8047,13593,3,3,4,1,Y,No,12,3,4,2,16,0,3,5,2,3,4
43,37,Male,No,Travel_Rarely,Data & Analytics,Data Analyst,Statistics,Divorced,5,2,1,2,80,1443,44,6089,6654,2,2,1,9,Y,No,13,3,1,1,17,2,3,17,1,8,15
57,46,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Electrical Engineering,Single,27,3,1,4,80,648,84,20262,8495,3,4,2,3,Y,No,15,3,2,1,25,2,3,11,5,9,7
1184,22,Male,No,Travel_Rarely,Marketing,Content Strategist,Business Administration,Married,12,2,1,0,80,821.5,48,17462,10639,2,3,4,4,Y,No,19,3,1,2,2,4,2,2,0,1,0
893,31,Male,No,Travel_Rarely,Human Resources,Hr Executive,Human Resources,Divorced,5,3,1,4,80,186,72,20593,2977,4,1,3,9,Y,No,16,3,1,2,10,3,3,1,1,1,1
39,31,Male,No,Travel_Rarely,Human Resources,Hr Manager,Business Administration,Single,28,4,1,3,80,977,52,24189,3614,2,1,2,7,Y,No,16,3,1,1,12,2,4,12,12,4,10
307,31,Male,Yes,Travel_Rarely,Sales,Sales Executive,Other,Single,24,3,1,1,80,1200,30,20929,11093,4,3,3,7,Y,No,21,4,2,0,11,3,3,3,2,3,0
649,35,Female,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Human Resources,Divorced,23,3,1,1,80,451,83,22783,4097,4,1,1,2,Y,Yes,16,4,4,1,18,4,3,13,6,6,0
1289,44,Female,No,Travel_Frequently,Data & Analytics,Data Engineer,Statistics,Divorced,13,3,1,1,80,712,70,10153,21839,1,5,1,4,Y,No,14,3,3,3,25,3,4,2,2,2,0
409,36,Male,Yes,Travel_Frequently,Customer Support,Technical Support Engineer,Computer Science,Married,14,4,1,4,80,1399,69,16059,1936,1,1,3,7,Y,No,16,3,3,1,17,1,2,15,9,6,0
167,27,Male,Yes,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Other,Single,18,3,1,1,80,1061,52,19453,2816,1,1,3,3,Y,Yes,11,3,1,2,3,2,3,3,2,0,3
535,20,Female,No,Travel_Frequently,Engineering,Software Engineer,Electrical Engineering,Married,6,2,1,3,80,182,50,14964,5342,4,1,2,5,Y,No,14,4,2,0,2,2,3,2,1,0,0
849,24,Male,No,Travel_Frequently,Engineering,Engineering Manager,Information Technology,Divorced,17,4,1,4,80,1412,95,5871,23704,2,5,3,7,Y,No,13,3,2,2,1,3,3,1,0,0,0
1407,30,Female,Yes,Non-Travel,Human Resources,Hr Executive,Human Resources,Divorced,25,3,1,4,80,1273,87,17639,3378,4,1,1,4,Y,Yes,13,4,2,1,10,3,2,3,0,0,2
1260,32,Male,Yes,Travel_Rarely,Engineering,Qa Engineer,Computer Science,Married,21,3,1,4,80,719,69,9085,5794.5,4,2,1,4,Y,No,12,3,1,0,10,2,3,8,2,5,5
1397,26,Male,No,Non-Travel,Human Resources,Hr Executive,Other,Married,26,4,1,2,80,253,57,16177,8130,3,3,4,9,Y,No,14,3,1,0,4,2,2,3,1,1,3
681,24,Male,No,Travel_Frequently,Sales,Sales Manager,Unknown,Married,6,5,1,3,80,1474,35,4733,7397,4,2,2,6,Y,Yes,22,4,3,1,8,3,2,7,3,7,4
870,43,Male,No,Travel_Frequently,Engineering,Software Engineer,Information Technology,Married,19,4,1,1,80,1081,86,4130,4009,2,1,2,8,Y,Yes,13,3,4,3,25,1,4,18,7,13,18
317,29,Male,No,Travel_Frequently,Marketing,Marketing Specialist,Other,Single,16,3,1,4,80,343,54,24421,6534,4,2,4,6,Y,No,20,3,3,2,11,1,3,10,6,10,4
1191,42,Male,No,Travel_Frequently,Marketing,Marketing Specialist,Marketing,Single,27,5,1,2,80,1134,84,22070,10657,2,3,2,5,Y,No,24,4,2,3,22,3,3,3,1,0,0
1274,49,Female,No,Travel_Rarely,Data & Analytics,Data Engineer,Data Science,Divorced,22,4,1,2,80,1334,57,19494,3404,3,2,2,9,Y,Yes,13,4,1,1,29,2,3,3,1,1,0
517,27,Female,Yes,Travel_Rarely,Sales,Sales Executive,Marketing,Single,27,5,1,4,80,1364,40,13843,10387,2,3,3,4,Y,No,13,3,1,0,7,2,1,2,0,1,2
1122,36,Male,Yes,Travel_Rarely,Product,Product Manager,Other,Divorced,5,3,1,3,80,636,43,13470,4392,3,1,2,1,Y,No,13,3,4,1,16,1,3,15,12,2,4
534,20,Female,No,Travel_Rarely,Sales,Account Manager,Marketing,Single,21,3,1,1,80,382,67,21307,4403,1,1,4,4,Y,No,19,4,2,0,0,4,3,0,0,0,0
641,31,Female,No,Travel_Rarely,Engineering,Devops Engineer,Unknown,Married,5,3,1,4,80,280,61,9151,5955,3,2,4,7,Y,Yes,21,4,1,1,10,2,2,8,4,2,2
636,33,Female,No,Travel_Rarely,Sales,Sales Manager,Unknown,Single,1,3,1,4,80,1216,70,3501,3180,1,1,3,4,Y,Yes,17,3,2,1,13,4,3,12,0,6,1
780,38,Female,No,Travel_Rarely,Data & Analytics,Data Analyst,Computer Science,Single,16,2,1,4,80,693,67,19687,6385,4,2,1,6,Y,No,20,3,2,0,19,1,3,12,7,12,3
549,40,Male,No,Travel_Rarely,Engineering,Engineering Manager,Computer Science,Divorced,15,4,1,4,80,974,64,2003,5863,1,2,4,2,Y,No,24,3,1,0,23,2,3,10,9,9,9
1222,33,Male,No,Travel_Rarely,Product,Product Analyst,Other,Single,19,4,1,4,80,1383,50,9222,2470,4,3,2,9,Y,No,23,3,3,1,15,2,1,13,5,6,13
1387,39,Male,Yes,Travel_Rarely,Product,Ux Designer,Business Administration,Married,10,2,1,0,80,927,78,9117,6333,4,2,2,0,Y,Yes,25,4,1,1,17,1,3,0,0,0,0
638,36,Male,Yes,Travel_Rarely,It Operations,System Administrator,Information Technology,Married,18,3,1,1,80,521,70,9461,12905,4,3,3,3,Y,Yes,13,3,3,2,18,2,4,7,0,5,0
631,33,Female,No,Non-Travel,Engineering,Engineering Manager,Computer Science,Married,4,2,1,2,80,322,95,17719,4393,3,2,2,1,Y,No,13,4,2,2,13,5,3,7,1,4,7
62,31,Male,No,Non-Travel,Customer Support,Customer Support Specialist,Computer Science,Divorced,28,4,1,3,80,196,94,5893,19930,4,5,2,8,Y,Yes,24,3,4,0,10,2,4,0,0,0,0
1025,40,Male,No,Travel_Rarely,Engineering,Software Engineer,Software Engineering,Married,11,4,1,3,80,1439,63,22927,4056,3,1,3,0,Y,Yes,22,4,4,1,19,5,4,19,11,9,10
537,31,Female,No,Travel_Rarely,Product,Product Manager,Other,Married,23,1,1,3,80,538,98,12710,7160,2,3,3,0,Y,Yes,23,3,1,0,12,2,3,11,4,5,1
1466,39,Male,No,Non-Travel,Sales,Account Manager,Marketing,Married,25,4,1,4,80,1208,58,15733,4715,1,2,1,3,Y,No,20,3,2,1,18,2,3,9,9,9,3
